Dates,DayOfWeek,PdDistrict,Address,X,Y
2014-03-21 16:00:00,Friday,SOUTHERN,MARKET ST / THE EMBARCADERONORTH ST,-122.39398368522801,37.795060765295
2004-12-12 20:15:00,Sunday,NORTHERN,1600 Block of VANNESS AV,-122.422253466945,37.7908627239441
2013-05-04 23:20:00,Saturday,TENDERLOIN,500 Block of JONES ST,-122.412999075009,37.786277459166
2011-04-09 22:45:00,Saturday,NORTHERN,LOMBARD ST / BRODERICK ST,-122.444319675003,37.7987876808044
2012-11-04 14:00:00,Sunday,NORTHERN,100 Block of LARKIN ST,-122.41660769511499,37.7791387543353
2013-05-14 14:00:00,Tuesday,TARAVAL,0 Block of ZOO RD,-122.500837040524,37.7308580846494
2013-07-22 08:00:00,Monday,MISSION,4200 Block of 26TH ST,-122.434905968897,37.7480832493755
2014-12-11 12:30:00,Thursday,CENTRAL,100 Block of GREENWICH ST,-122.40257111638,37.8031133216209
2009-04-29 10:00:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-07-10 12:00:00,Thursday,CENTRAL,SANSOME ST / CHESTNUT ST,-122.403532080065,37.8049688863959
2014-02-19 16:18:00,Wednesday,SOUTHERN,1300 Block of MISSION ST,-122.415757039196,37.7754692820041
2005-11-01 00:20:00,Tuesday,BAYVIEW,0 Block of DOUBLEROCK ST,-122.38777500251499,37.7204658651293
2013-09-06 07:50:00,Friday,TENDERLOIN,POWELL ST / ELLIS ST,-122.40785423453801,37.7854922044602
2008-10-05 13:00:00,Sunday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2013-06-13 02:00:00,Thursday,SOUTHERN,MARKET ST / VALENCIA ST,-122.422622494524,37.7725038687456
2014-10-18 18:50:00,Saturday,MISSION,17TH ST / VALENCIA ST,-122.421733767763,37.7632996945938
2009-10-17 05:13:00,Saturday,TARAVAL,PLYMOUTH AV / MINERVA ST,-122.456080725665,37.7157892254714
2013-10-02 17:01:00,Wednesday,BAYVIEW,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2005-02-12 12:17:00,Saturday,TENDERLOIN,200 Block of EDDY ST,-122.411800134753,37.784089036686794
2010-03-09 14:55:00,Tuesday,TENDERLOIN,TURK ST / HYDE ST,-122.415694922134,37.7825851968467
2008-02-04 08:00:00,Monday,MISSION,2000 Block of MISSION ST,-122.41952036788601,37.764228935718
2007-09-03 18:36:00,Monday,MISSION,2700 Block of HARRISON ST,-122.411903135776,37.753418102518395
2010-07-12 14:00:00,Monday,BAYVIEW,MILTON I ROSS ST / JERROLD AV,-122.398313590349,37.743857488231
2005-10-19 23:30:00,Wednesday,RICHMOND,1500 Block of CLEMENT ST,-122.47578552866,37.7824859484359
2006-10-03 21:30:00,Tuesday,SOUTHERN,400 Block of 10TH ST,-122.41044306731399,37.7709905424552
2014-09-04 13:30:00,Thursday,CENTRAL,600 Block of COLUMBUS AV,-122.411219116257,37.800943616126496
2009-12-12 18:45:00,Saturday,BAYVIEW,1400 Block of QUESADA AV,-122.386849266637,37.73066480545821
2010-11-18 10:05:00,Thursday,SOUTHERN,7TH ST / MARKET ST,-122.41251534135598,37.78047774805079
2014-04-03 13:00:00,Thursday,SOUTHERN,GOLDEN GATE AV / TAYLOR ST,-122.41029351969,37.7822305870036
2013-07-10 13:55:00,Wednesday,TENDERLOIN,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
2012-01-12 09:30:00,Thursday,BAYVIEW,1000 Block of INGERSON AV,-122.393894531353,37.71969931085261
2014-10-14 18:27:00,Tuesday,SOUTHERN,0 Block of 6TH ST,-122.40901120663901,37.7811340568243
2014-10-30 09:20:00,Thursday,INGLESIDE,SILVER AV / MISSION ST,-122.43129500296301,37.7287297938303
2010-12-01 13:12:00,Wednesday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2008-08-09 10:48:00,Saturday,TENDERLOIN,200 Block of HYDE ST,-122.415858343095,37.7830505366842
2009-08-05 13:00:00,Wednesday,SOUTHERN,0 Block of 12TH ST,-122.420001436964,37.7740948566882
2004-10-26 06:00:00,Tuesday,TENDERLOIN,300 Block of OFARRELL ST,-122.41050925879499,37.786043222299206
2006-05-31 16:47:00,Wednesday,SOUTHERN,100 Block of 6TH ST,-122.40747443962401,37.779911669335
2009-01-06 14:00:00,Tuesday,TARAVAL,400 Block of FONT BL,-122.479296763489,37.7189523107093
2010-04-24 16:31:00,Saturday,BAYVIEW,1500 Block of LANE ST,-122.389266979394,37.7325664754982
2007-06-26 19:15:00,Tuesday,NORTHERN,CHURCH ST / DUBOCE AV,-122.429128783477,37.769455617859286
2006-02-24 17:30:00,Friday,CENTRAL,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102
2004-06-13 17:40:00,Sunday,SOUTHERN,MARKET ST / 5TH ST,-122.40806834515499,37.783991676793214
2006-04-07 12:19:00,Friday,NORTHERN,1400 Block of POLK ST,-122.420523936293,37.7901172490517
2009-04-13 21:00:00,Monday,MISSION,BARTLETT ST / 21ST ST,-122.420013069308,37.75696860922921
2014-03-07 09:16:00,Friday,TENDERLOIN,100 Block of TAYLOR ST,-122.410791677645,37.7836952269749
2014-11-12 10:00:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-06-26 14:00:00,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-12-23 15:30:00,Tuesday,CENTRAL,600 Block of POST ST,-122.41201048788,37.7877770164282
2005-03-11 09:00:00,Friday,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2013-01-08 13:47:00,Tuesday,PARK,HAIGHT ST / STANYAN ST,-122.45353456066002,37.76916629780521
2011-03-07 00:48:00,Monday,TENDERLOIN,500 Block of OFARRELL ST,-122.41379841586901,37.7856297942374
2012-11-29 15:45:00,Thursday,BAYVIEW,JENNINGS ST / REVERE AV,-122.38642068252199,37.7295447729645
2012-12-16 03:10:00,Sunday,INGLESIDE,1800 Block of GENEVA AV,-122.422856288288,37.708976808003
2009-11-15 19:41:00,Sunday,PARK,800 Block of CENTRAL AV,-122.444994681535,37.77743975916521
2013-05-27 21:49:00,Monday,BAYVIEW,600 Block of VERMONT ST,-122.40426442135201,37.7614567978278
2008-12-24 22:10:00,Wednesday,BAYVIEW,1100 Block of HOLLISTER AV,-122.393411735551,37.7202363012033
2012-01-09 16:40:00,Monday,BAYVIEW,PALOU AV / 3RD ST,-122.39097173455099,37.734015218072294
2007-03-06 12:25:00,Tuesday,INGLESIDE,1600 Block of BURROWS ST,-122.41941248624,37.7248875198607
2014-11-24 20:30:00,Monday,PARK,2200 Block of FULTON ST,-122.45388325363899,37.7749135986277
2006-08-21 08:00:00,Monday,INGLESIDE,500 Block of JOOST AV,-122.44694416363998,37.732389964546
2004-07-22 20:30:00,Thursday,SOUTHERN,0 Block of RAUSCH ST,-122.40977480136299,37.7764436831324
2005-09-10 09:02:00,Saturday,MISSION,3800 Block of 18TH ST,-122.42947985807,37.7611664755886
2012-11-02 18:00:00,Friday,RICHMOND,1400 Block of BAKER ST,-122.44315596372499,37.784361986033396
2014-10-16 16:30:00,Thursday,SOUTHERN,BRANNAN ST / COLINPKELLYJR ST,-122.391312158304,37.7824542059018
2013-07-26 01:25:00,Friday,CENTRAL,PINE ST / DASHIELL HAMMETT ST,-122.40806332082,37.79120512488829
2005-09-19 22:00:00,Monday,MISSION,BRYANT ST / 24TH ST,-122.40913193949699,37.752796998563
2014-02-17 07:45:00,Monday,TENDERLOIN,300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2009-04-19 11:27:00,Sunday,INGLESIDE,5000 Block of MISSION ST,-122.440777706243,37.716880652494105
2013-06-12 15:47:00,Wednesday,TENDERLOIN,100 Block of POWELL ST,-122.40801449292,37.7859507767613
2014-02-09 10:30:00,Sunday,MISSION,15TH ST / SHOTWELL ST,-122.41655263548701,37.7668698952007
2015-02-03 00:41:00,Tuesday,TARAVAL,2400 Block of OCEAN AV,-122.469780843211,37.7300635967742
2007-03-19 18:15:00,Monday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2007-06-11 15:00:00,Monday,RICHMOND,700 Block of 7TH AV,-122.464806539257,37.7743903688205
2006-11-30 06:25:00,Thursday,MISSION,3000 Block of 16TH ST,-122.420070483636,37.7649720006151
2009-09-30 14:40:00,Wednesday,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2006-10-31 03:40:00,Tuesday,CENTRAL,1000 Block of COLUMBUS AV,-122.41511580012501,37.8037807941664
2007-12-27 17:16:00,Thursday,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2010-12-19 21:21:00,Sunday,CENTRAL,400 Block of BAY ST,-122.414427932689,37.8054616189682
2006-07-25 17:00:00,Tuesday,BAYVIEW,1100 Block of INDIANA ST,-122.390906197315,37.7557196536619
2006-07-10 11:05:00,Monday,BAYVIEW,3RD ST / QUESADA AV,-122.391245623019,37.7332252032804
2006-06-27 13:16:00,Tuesday,PARK,500 Block of BRODERICK ST,-122.439631497808,37.7752461296233
2007-12-30 18:00:00,Sunday,INGLESIDE,0 Block of DELTA ST,-122.406758261553,37.71883187630979
2008-11-11 15:03:00,Tuesday,TENDERLOIN,200 Block of TURK ST,-122.413237516676,37.78284302332129
2011-03-23 00:01:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2007-11-01 23:49:00,Thursday,MISSION,1800 Block of FOLSOM ST,-122.41560549623699,37.767717752066496
2010-09-25 18:50:00,Saturday,PARK,HAIGHT ST / COLE ST,-122.450709919144,37.7695262270693
2004-05-11 19:11:00,Tuesday,NORTHERN,2000 Block of UNION ST,-122.43303031166799,37.7973462529678
2011-05-02 08:25:00,Monday,INGLESIDE,CHENERY ST / RANDALL ST,-122.425577676701,37.7397946528687
2013-02-04 22:09:00,Monday,MISSION,2700 Block of MISSION ST,-122.418587172219,37.75301865374461
2014-04-01 15:45:00,Tuesday,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.43626687050501,37.7427715592858
2007-09-06 22:20:00,Thursday,TENDERLOIN,HYDE ST / ELLIS ST,-122.41607528505101,37.78444966127911
2006-01-09 15:22:00,Monday,MISSION,2300 Block of FOLSOM ST,-122.41469551481,37.7596861764245
2010-10-19 12:35:00,Tuesday,TENDERLOIN,100 Block of POWELL ST,-122.40801449292,37.7859507767613
2009-12-26 00:09:00,Saturday,TENDERLOIN,200 Block of POWELL ST,-122.40820165725401,37.7868849113107
2004-08-19 12:00:00,Thursday,TENDERLOIN,ELLIS ST / HYDE ST,-122.416075285059,37.78444966125621
2011-10-18 16:05:00,Tuesday,SOUTHERN,10TH ST / MISSION ST,-122.41591119886999,37.775272150137894
2013-06-11 22:00:00,Tuesday,NORTHERN,600 Block of LARKIN ST,-122.41759424770599,37.7840149232554
2005-01-13 08:11:00,Thursday,MISSION,800 Block of POTRERO AV,-122.406725329529,37.7585641691709
2010-10-22 13:52:00,Friday,TENDERLOIN,EDDY ST / LEAVENWORTH ST,-122.414242955907,37.783724025447796
2014-02-19 03:00:00,Wednesday,SOUTHERN,0 Block of 7TH ST,-122.41138596259199,37.7796475431341
2009-06-11 12:30:00,Thursday,CENTRAL,MONTGOMERY ST / SUTTER ST,-122.402194030894,37.7900391299667
2008-12-08 08:00:00,Monday,TARAVAL,1300 Block of NORIEGA ST,-122.478088507183,37.7541139484437
2006-04-04 23:55:00,Tuesday,SOUTHERN,600 Block of 3RD ST,-122.39355912122801,37.7794201313347
2012-04-21 15:00:00,Saturday,SOUTHERN,MARKET ST / 4TH ST,-122.405832474482,37.7857446545609
2012-08-22 10:00:00,Wednesday,BAYVIEW,1200 Block of CONNECTICUT ST,-122.396408273119,37.750444364892296
2009-08-31 14:00:00,Monday,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.43626687050501,37.7427715592858
2014-06-27 20:00:00,Friday,BAYVIEW,0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
2006-04-08 10:30:00,Saturday,TARAVAL,100 Block of MAYWOOD DR,-122.46176638755101,37.7334505288886
2006-01-10 07:00:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2004-06-27 12:00:00,Sunday,NORTHERN,1800 Block of PINE ST,-122.426246092712,37.78883456957021
2004-05-16 22:00:00,Sunday,PARK,COLE ST / FULTON ST,-122.45136006114402,37.7751741554435
2013-06-30 18:15:00,Sunday,NORTHERN,POLK ST / GROVE ST,-122.418229899721,37.7784895366813
2006-11-19 20:30:00,Sunday,INGLESIDE,200 Block of CHENERY ST,-122.426841077801,37.737706045679396
2005-06-13 14:30:00,Monday,NORTHERN,900 Block of VANNESS AV,-122.420906968642,37.7840676683775
2008-03-17 09:11:00,Monday,MISSION,WIESE ST / 15TH ST,-122.420639833212,37.7666248186782
2009-08-18 13:01:00,Tuesday,PARK,0 Block of KEZAR DR,-122.45512727517,37.7695200227183
2004-11-14 21:30:00,Sunday,INGLESIDE,0 Block of HILLCREST CT,-122.45341049171002,37.7364394735712
2012-04-04 12:21:00,Wednesday,TENDERLOIN,400 Block of TURK ST,-122.416342977622,37.7824465135592
2008-11-16 09:55:00,Sunday,CENTRAL,CLAY ST / STOCKTON ST,-122.407904730522,37.7940589735021
2012-12-01 12:30:00,Saturday,INGLESIDE,0 Block of VALDEZ AV,-122.45475148956301,37.72947012345061
2007-03-11 15:41:00,Sunday,INGLESIDE,1600 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2009-05-01 02:15:00,Friday,SOUTHERN,6TH ST / MISSION ST,-122.40871060666299,37.78097067220529
2008-11-24 17:00:00,Monday,BAYVIEW,FELTON ST / GIRARD ST,-122.40559044564199,37.7297774122537
2008-03-07 16:00:00,Friday,NORTHERN,1300 Block of GOLDEN GATE AV,-122.432800615342,37.7795115909237
2006-02-09 02:11:00,Thursday,MISSION,23RD ST / MISSION ST,-122.41859672745899,37.753838204850105
2014-01-25 06:15:00,Saturday,PARK,600 Block of DUBOCE AV,-122.434249624241,37.769200289573796
2013-06-28 10:59:00,Friday,TENDERLOIN,200 Block of MCALLISTER ST,-122.415754575208,37.780719182394
2013-02-24 13:50:00,Sunday,TENDERLOIN,300 Block of GOLDEN GATE AV,-122.41635198735202,37.7816031438671
2009-09-02 21:30:00,Wednesday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2009-05-02 19:26:00,Saturday,TENDERLOIN,EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2010-03-14 20:40:00,Sunday,TENDERLOIN,300 Block of HYDE ST,-122.415910622743,37.7839999167561
2012-10-04 07:30:00,Thursday,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915
2015-04-13 09:00:00,Monday,NORTHERN,1100 Block of FRANCISCO ST,-122.42412350881,37.80336133563621
2008-01-11 07:00:00,Friday,NORTHERN,ELLIS ST / VANNESS AV,-122.421011927709,37.7838226942199
2006-08-12 06:30:00,Saturday,NORTHERN,SUTTER ST / FRANKLIN ST,-122.423404604063,37.7873381901532
2014-10-02 14:00:00,Thursday,SOUTHERN,800 Block of MISSION ST,-122.405395493939,37.7835100715421
2013-05-16 17:25:00,Thursday,SOUTHERN,1100 Block of HOWARD ST,-122.41135913835699,37.7764944808779
2013-10-29 19:33:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-10-05 21:30:00,Friday,NORTHERN,HAYES ST / POLK ST,-122.418045452768,37.7775118895695
2009-04-04 14:00:00,Saturday,CENTRAL,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
2014-09-21 15:08:00,Sunday,SOUTHERN,400 Block of 7TH ST,-122.405118197249,37.7746534767072
2008-09-03 23:45:00,Wednesday,NORTHERN,SUTTER ST / POLK ST,-122.420120319204,37.787757060241105
2013-10-06 07:30:00,Sunday,TENDERLOIN,200 Block of MASON ST,-122.409523740653,37.7857602954934
2004-05-12 03:46:00,Wednesday,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634
2014-02-21 23:59:00,Friday,TENDERLOIN,EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2014-05-13 18:48:00,Tuesday,NORTHERN,1100 Block of EDDY ST,-122.42577891406,37.7823192392643
2009-03-18 12:00:00,Wednesday,MISSION,2800 Block of MISSION ST,-122.41829609443701,37.7514284856786
2014-07-13 23:00:00,Sunday,CENTRAL,700 Block of JONES ST,-122.41354725806102,37.7882780954363
2013-08-25 01:01:00,Sunday,BAYVIEW,FELTON ST / GOETTINGEN ST,-122.40756243303301,37.7292620398637
2011-06-16 06:42:00,Thursday,BAYVIEW,WILLIAMS AV / NEWHALL ST,-122.397390891502,37.7299399677433
2013-03-05 17:28:00,Tuesday,MISSION,800 Block of POTRERO AV,-122.406725329529,37.7585641691709
2006-07-15 20:12:00,Saturday,INGLESIDE,1500 Block of SUNNYDALE AV,-122.41714480239901,37.7121502932531
2004-07-05 08:30:00,Monday,BAYVIEW,800 Block of DARTMOUTH ST,-122.40932533873699,37.7201493865195
2006-05-29 23:40:00,Monday,NORTHERN,VANNESS AV / GEARY ST,-122.421395819115,37.7856843389472
2014-06-27 14:40:00,Friday,TARAVAL,1900 Block of 16TH AV,-122.473135698267,37.75156462130821
2004-07-22 19:25:00,Thursday,INGLESIDE,5200 Block of MISSION ST,-122.44222639794901,37.7150747131897
2005-11-16 11:00:00,Wednesday,INGLESIDE,MISSION ST / SENECA AV,-122.44010559201901,37.717665894963496
2008-08-04 09:00:00,Monday,SOUTHERN,900 Block of MARKET ST,-122.408595110869,37.7837069301545
2014-06-10 10:55:00,Tuesday,SOUTHERN,800 Block of MARKET ST,-122.40669059226101,37.7852071918419
2007-04-04 19:35:00,Wednesday,NORTHERN,700 Block of GOLDEN GATE AV,-122.422935627442,37.780768561095
2008-05-03 19:42:00,Saturday,TENDERLOIN,0 Block of STOCKTON ST,-122.406351834294,37.7860311576362
2009-09-05 14:52:00,Saturday,NORTHERN,1200 Block of EDDY ST,-122.42824524231199,37.7820044139073
2007-05-01 08:15:00,Tuesday,TARAVAL,0 Block of RANDOLPH ST,-122.463051534022,37.7143591434181
2014-02-18 14:17:00,Tuesday,RICHMOND,600 Block of 32ND AV,-122.491956779206,37.7768766735218
2013-05-17 17:00:00,Friday,TARAVAL,JUDAH ST / 34TH AV,-122.493065387626,37.7609915754584
2006-01-01 16:45:00,Sunday,INGLESIDE,0 Block of OCEAN AV,-122.43674444467301,37.723809628217
2012-05-02 19:05:00,Wednesday,MISSION,1000 Block of SOUTH VAN NESS AV,-122.416710633703,37.7563479680934
2006-08-24 09:00:00,Thursday,INGLESIDE,100 Block of PERU AV,-122.42853751019399,37.7279831377624
2013-07-26 04:15:00,Friday,NORTHERN,3300 Block of FILLMORE ST,-122.43607929991,37.8003499418185
2013-04-29 13:54:00,Monday,NORTHERN,2600 Block of LOMBARD ST,-122.445392482908,37.798756315651104
2007-04-08 02:05:00,Sunday,NORTHERN,400 Block of HAIGHT ST,-122.429644614552,37.7722642986091
2007-01-10 13:45:00,Wednesday,NORTHERN,1200 Block of VANNESS AV,-122.421441956086,37.78685164710871
2012-02-06 10:15:00,Monday,BAYVIEW,1300 Block of WALLACE AV,-122.387084572593,37.7252605985052
2008-12-12 15:45:00,Friday,MISSION,0 Block of ROMAIN ST,-122.438918131439,37.7563916541877
2015-04-05 16:30:00,Sunday,MISSION,1400 Block of GUERRERO ST,-122.422415578627,37.748400569270004
2013-03-19 13:34:00,Tuesday,NORTHERN,400 Block of FULTON ST,-122.424180902395,37.778586410055105
2008-02-06 12:17:00,Wednesday,NORTHERN,600 Block of VANNESS AV,-122.420691386664,37.7814832523537
2015-02-04 20:07:00,Wednesday,TARAVAL,DENSLOWE DR / LYNDHURST DR,-122.47424776542299,37.7240814171246
2007-09-07 19:15:00,Friday,CENTRAL,1600 Block of THE EMBARCADERONORTH ST,-122.410774214375,37.8084350175869
2010-10-10 22:31:00,Sunday,MISSION,3200 Block of 23RD ST,-122.41805515168501,37.753924092944395
2014-12-10 13:00:00,Wednesday,TENDERLOIN,HYDE ST / OFARRELL ST,-122.416261836834,37.78537508463761
2006-03-21 12:01:00,Tuesday,INGLESIDE,3300 Block of MISSION ST,-122.421128029505,37.7435550542265
2006-12-25 03:51:00,Monday,CENTRAL,600 Block of BATTERY ST,-122.4008423032,37.79721499174021
2012-02-06 13:00:00,Monday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-09-07 17:30:00,Wednesday,INGLESIDE,3100 Block of MISSION ST,-122.419374719759,37.746504037822
2014-11-12 23:50:00,Wednesday,BAYVIEW,300 Block of WILLIAMS AV,-122.39944365894199,37.73017601616471
2007-03-09 07:30:00,Friday,SOUTHERN,300 Block of CLEMENTINA ST,-122.40232147638001,37.78203871461721
2012-10-18 23:00:00,Thursday,TENDERLOIN,100 Block of ELLIS ST,-122.408270724034,37.78549414241861
2005-07-30 14:00:00,Saturday,INGLESIDE,400 Block of CRESCENT AV,-122.41649582605,37.7348168693451
2009-08-21 10:37:00,Friday,PARK,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2014-05-13 09:53:00,Tuesday,PARK,HAIGHT ST / STANYAN ST,-122.45353456066002,37.76916629780521
2009-07-25 18:51:00,Saturday,BAYVIEW,GRIFFITH ST / OAKDALE AV,-122.37917644671002,37.7282321493662
2009-08-17 04:35:00,Monday,TENDERLOIN,200 Block of HYDE ST,-122.415858343095,37.7830505366842
2011-12-27 16:23:00,Tuesday,TARAVAL,1200 Block of 21ST AV,-122.47940029027001,37.764388087730396
2012-09-03 23:15:00,Monday,TARAVAL,1600 Block of 45TH AV,-122.50445830938601,37.755794687003004
2013-10-01 19:30:00,Tuesday,INGLESIDE,0 Block of TEDDY AV,-122.40325236121201,37.713430704116
2009-10-16 17:42:00,Friday,SOUTHERN,900 Block of MARKET ST,-122.408595110869,37.7837069301545
2007-05-29 22:45:00,Tuesday,MISSION,TREAT AV / 22ND ST,-122.41329766080798,37.755764790634295
2013-10-30 19:00:00,Wednesday,NORTHERN,1700 Block of POST ST,-122.430579280128,37.785412112566796
2009-10-01 14:00:00,Thursday,CENTRAL,300 Block of BATTERY ST,-122.40021603878999,37.7948030325182
2005-05-21 19:30:00,Saturday,SOUTHERN,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2004-07-21 22:15:00,Wednesday,TARAVAL,2300 Block of 17TH AV,-122.473686708538,37.7440566035115
2013-01-23 07:45:00,Wednesday,PARK,TURK ST / CENTRAL AV,-122.44534782845501,37.7788362914544
2014-03-31 18:15:00,Monday,INGLESIDE,ANDERSON ST / BERNALHTS BL,-122.41501652838801,37.7421835425926
2014-04-06 04:30:00,Sunday,BAYVIEW,0 Block of REUEL CT,-122.382919646324,37.7364122533313
2007-01-25 12:30:00,Thursday,INGLESIDE,MISSION ST / WHITTIER ST,-122.44837623980601,37.710373548601495
2013-01-10 10:40:00,Thursday,MISSION,4600 Block of 19TH ST,-122.441622473888,37.7590284930655
2007-07-25 00:01:00,Wednesday,TARAVAL,2300 Block of 27TH AV,-122.48439703120701,37.743585544085796
2010-11-19 07:30:00,Friday,INGLESIDE,100 Block of DELMONTE ST,-122.444327662833,37.7149771344256
2011-08-08 12:00:00,Monday,INGLESIDE,100 Block of NEY ST,-122.42718021085301,37.730024796823
2008-04-20 14:10:00,Sunday,MISSION,HARRISON ST / 24TH ST,-122.41190223263,37.7526284767606
2011-10-03 21:38:00,Monday,INGLESIDE,400 Block of FRANCONIA ST,-122.408062265292,37.7427198978114
2006-05-20 17:00:00,Saturday,NORTHERN,2100 Block of UNION ST,-122.43469500037399,37.7972457460489
2011-06-18 07:00:00,Saturday,INGLESIDE,2100 Block of CAYUGA AV,-122.45426926486799,37.7104830193095
2014-11-14 10:00:00,Friday,NORTHERN,VANNESS AV / CHESTNUT ST,-122.42473331186599,37.802278921811705
2015-04-27 10:00:00,Monday,CENTRAL,400 Block of SUTTER ST,-122.40780266837601,37.7893818905021
2013-09-18 19:41:00,Wednesday,SOUTHERN,MARKET ST / POWELL ST,-122.40754585593099,37.784401179486
2004-10-12 11:00:00,Tuesday,BAYVIEW,100 Block of NORTHRIDGE RD,-122.378226008527,37.7312941487525
2010-05-21 00:01:00,Friday,MISSION,4100 Block of 25TH ST,-122.432849490844,37.7498162826041
2006-10-20 11:00:00,Friday,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685
2007-12-24 00:30:00,Monday,BAYVIEW,2100 Block of REVERE AV,-122.400478916108,37.73744986651701
2010-12-05 13:30:00,Sunday,PARK,1300 Block of HAIGHT ST,-122.44450233369301,37.7702619702403
2004-11-08 15:13:00,Monday,MISSION,2700 Block of 24TH ST,-122.407745321325,37.7529342790976
2015-03-17 23:51:00,Tuesday,MISSION,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2007-01-25 10:43:00,Thursday,TENDERLOIN,300 Block of GOLDEN GATE AV,-122.41635198735202,37.7816031438671
2010-03-24 13:02:00,Wednesday,INGLESIDE,200 Block of RUTLAND ST,-122.405820318895,37.7162722184433
2010-01-29 23:30:00,Friday,NORTHERN,2900 Block of POLK ST,-122.42330399316201,37.8039015458216
2005-10-05 18:00:00,Wednesday,CENTRAL,1200 Block of CLAY ST,-122.413676369473,37.7933799961884
2011-06-18 17:47:00,Saturday,RICHMOND,3400 Block of FULTON ST,-122.46857229347602,37.7733346634187
2011-12-31 11:30:00,Saturday,NORTHERN,700 Block of WEBSTER ST,-122.429918677577,37.7774431475107
2007-12-29 13:00:00,Saturday,MISSION,500 Block of DIAMOND ST,-122.43642004446998,37.753138946820606
2009-09-14 19:00:00,Monday,PARK,CORBETT AV / 17TH ST,-122.439490866474,37.7622259635745
2007-11-12 02:15:00,Monday,CENTRAL,200 Block of GRANT AV,-122.40536380892799,37.78909143163
2008-08-18 22:00:00,Monday,TENDERLOIN,EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2007-05-02 04:33:00,Wednesday,NORTHERN,POLK ST / PINE ST,-122.42049728879,37.789618819255
2010-05-23 21:00:00,Sunday,CENTRAL,700 Block of POST ST,-122.41420144235,37.7876109394648
2013-04-06 10:13:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2009-04-13 09:00:00,Monday,NORTHERN,1100 Block of POLK ST,-122.419908299532,37.78707666962121
2008-11-14 08:30:00,Friday,NORTHERN,HICKORY ST / WEBSTER ST,-122.429274021129,37.774647672678
2012-07-28 20:54:00,Saturday,TARAVAL,2400 Block of 33RD AV,-122.490694736711,37.7414350957069
2011-07-02 19:03:00,Saturday,INGLESIDE,0 Block of ALLISON ST,-122.442281645825,37.71417143925221
2004-07-06 15:00:00,Tuesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-02-22 21:20:00,Saturday,SOUTHERN,0 Block of BONIFACIO ST,-122.400002145567,37.7820025896869
2007-02-20 15:00:00,Tuesday,TENDERLOIN,200 Block of OFARRELL ST,-122.408519707346,37.7864044708209
2009-06-28 17:09:00,Sunday,NORTHERN,1300 Block of WEBSTER ST,-122.431046366089,37.7830295716044
2007-11-17 12:30:00,Saturday,CENTRAL,MASON ST / PACIFIC AV,-122.411721445339,37.7962908193522
2006-12-11 14:00:00,Monday,SOUTHERN,2ND ST / MISSION ST,-122.399802145799,37.78800653243921
2012-01-28 09:30:00,Saturday,INGLESIDE,1500 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524
2012-09-21 18:45:00,Friday,MISSION,1600 Block of BRYANT ST,-122.410478069487,37.7662463209137
